    0.836350977420806885E+03    0.650999784469604492E+02    0.964268624782562256E+02    0.937345862388610840E+05   -0.130709707736968994E+04    0.180361270904541016E+04    0.777858972549438477E+05   -0.370698124170303345E+04   -0.663740783929824829E+04    0.913314223289489746E+05    0.837384909391403198E+04   -0.903627723455429077E+04   -0.271138359429197412E+13   -0.460515351937698814E+01    1
    0.269800186157226562E+03    0.802036523818969727E+01    0.826774239540100098E+02    0.775102496147155762E+05   -0.317361205816268921E+04    0.270128697156906128E+04    0.967309057712554932E+05   -0.723392888903617859E+04    0.115616105496883392E+05    0.982607483863830566E+05   -0.115469992160797119E+04   -0.269724577665328979E+04   -0.266150163471763525E+13   -0.461515351937698259E+01    1
    0.644082307815551758E+03    0.669686794281005859E+01    0.808995783329010010E+02    0.915953278541564941E+05    0.595305711030960083E+04   -0.886476039886474609E+03    0.680331587791442871E+05   -0.151950418949127197E+04    0.948496162891387939E+03    0.971401095390319824E+05   -0.125483721494674683E+04   -0.696367174386978149E+04   -0.260691219236122412E+13   -0.462515351937698149E+01    1
    0.643439292907714844E+02   -0.485959053039550781E+01    0.859268784523010254E+02    0.744589984416961670E+05   -0.531520918011665344E+04    0.833908468484878540E+03    0.983914554119110107E+05   -0.113438464701175690E+05   -0.100098170340061188E+05    0.867299079895019531E+05    0.443831533193588257E+04    0.101505309343338013E+05   -0.244937020149917334E+13   -0.463515351937698661E+01    1
    0.161227047443389893E+03    0.439573287963867188E+02    0.941659867763519287E+02    0.869003534317016602E+05   -0.896091610193252563E+04    0.369050651788711548E+04    0.925515592098236084E+05   -0.185583606362342834E+04    0.778116807341575623E+04    0.633416175842285156E+05   -0.595689117908477783E+04   -0.455797910690307617E+04   -0.233149581342739404E+13   -0.464515351937698728E+01    1
    0.593859434127807617E+03   -0.349149227142333984E+02    0.827993929386138916E+02    0.747594475746154785E+05   -0.259234160184860229E+04    0.280796438455581665E+04    0.990526616573333740E+05   -0.113329716026782990E+05    0.933421626687049866E+04    0.999110162258148193E+05    0.293649360537528992E+04   -0.801476016640663147E+04   -0.229678664551339209E+13   -0.465515351937698174E+01    1
    0.584064960479736328E+03    0.244894862174987793E+02    0.800945103168487549E+02    0.936845958232879639E+05   -0.687680020928382874E+04   -0.642735511064529419E+03    0.952118396759033203E+05   -0.106193646788597107E+05    0.948351174592971802E+04    0.601342082023620605E+05   -0.547039806842803955E+04   -0.254603624343872070E+04   -0.229401154485181689E+13   -0.466515351937698153E+01    1
    0.592911005020141602E+03    0.601066827774047852E+02    0.857475161552429199E+02    0.794577121734619141E+05   -0.240293741226196289E+04    0.611711591482162476E+04    0.968634009361267090E+05   -0.784049332141876221E+04   -0.106864452362060547E+05    0.597669839859008789E+05   -0.434226840734481812E+04   -0.520493239164352417E+04   -0.225022315700583154E+13   -0.467515351937698398E+01    1
    0.935711026191711426E+03    0.336720585823059082E+02    0.803417623043060303E+02    0.590501189231872559E+05   -0.651490390300750732E+04   -0.601187795400619507E+04    0.877068459987640381E+05    0.762357786297798157E+04   -0.174991860985755920E+04    0.918375730514526367E+05    0.192910432815551758E+02    0.101791769266128540E+04   -0.224969764576507520E+13   -0.468515351937698377E+01    1
    0.915377140045166016E+02    0.272925496101379395E+02    0.716707646846771240E+02    0.644810557365417480E+05    0.586207509040832520E+04   -0.366554260253906250E+04    0.915871441364288330E+05   -0.335067585110664368E+04   -0.374526530504226685E+03    0.937148869037628174E+05    0.475338175892829895E+04    0.694916322827339172E+04   -0.219811133156808569E+13   -0.469515351937698444E+01    1
