    0.885085284709930420E+01    0.784881114959716797E+00    0.179358100891113281E+01    0.633315443992614746E+03   -0.302040576934814453E+01    0.580148994922637939E+02    0.998141586780548096E+03   -0.794074013829231262E+02   -0.115748561918735504E+03    0.707629442214965820E+03   -0.627936273813247681E+02    0.277235358953475952E+02   -0.123391812428206969E+08   -0.460515351937698814E+01    1
    0.962424933910369873E+01   -0.752541303634643555E+01    0.137382245063781738E+01    0.472864508628845215E+03    0.396933406591415405E+02   -0.386190265417098999E+02    0.600265741348266602E+03   -0.490335226058959961E+02    0.387354940176010132E+02    0.988606035709381104E+03    0.999346375465393066E-01   -0.622295960783958435E+02   -0.104273201901093349E+08   -0.461515351937698259E+01    1
    0.600971281528472900E+01    0.950815916061401367E+01    0.275979852676391602E+01    0.581743657588958740E+03    0.544328615069389343E+02    0.591643974184989929E+02    0.878374576568603516E+03    0.105588600039482117E+03    0.412024557590484619E+02    0.778194844722747803E+03    0.210732743144035339E+02   -0.810853615403175354E+02   -0.826425534528188873E+07   -0.462515351937698149E+01    1
    0.709572136402130127E+01   -0.533139705657958984E-01    0.136424279212951660E+01    0.545153319835662842E+03   -0.351943895220756531E+02    0.148639157414436340E+02    0.939471900463104248E+03   -0.659703984856605530E+02    0.413058623671531677E+02    0.477824330329895020E+03   -0.244019478559494019E+02   -0.488458126783370972E+02   -0.816256372549507674E+07   -0.463515351937698661E+01    1
    0.725750863552093506E+01   -0.869759559631347656E+01    0.130422091484069824E+01    0.962616801261901855E+03   -0.204017162322998047E+02   -0.344633758068084717E+02    0.709376573562622070E+03   -0.743647217750549316E+02    0.716518759727478027E+02    0.623216271400451660E+03    0.667974054813385010E+02    0.171674042940139771E+02   -0.767248891007027682E+07   -0.464515351937698728E+01    1
    0.916881501674652100E+01    0.796725869178771973E+01    0.392042255401611328E+01    0.940231740474700928E+03   -0.680757239460945129E+02    0.115170501172542572E+03    0.888362348079681396E+03   -0.242914631962776184E+02    0.532808527350425720E+02    0.992884397506713867E+03   -0.458998978137969971E+02    0.474634617567062378E+02   -0.755383214780308027E+07   -0.465515351937698174E+01    1
    0.423241615295410156E+01    0.567388892173767090E+01    0.170040702819824219E+01    0.785920441150665283E+03   -0.383705422282218933E+02    0.940350070595741272E+02    0.750429153442382812E+03    0.518608838319778442E+02   -0.660835206508636475E+01    0.524766206741333008E+03   -0.129897892475128174E+02   -0.437812358140945435E+02   -0.720823509913776256E+07   -0.466515351937698153E+01    1
    0.712332546710968018E+01   -0.692412853240966797E+01    0.297702050209045410E+01    0.658397078514099121E+03   -0.541338473558425903E+02    0.409279763698577881E+01    0.996277213096618652E+03    0.116033837199211121E+03   -0.119333103299140930E+03    0.994284629821777344E+03    0.615749508142471313E+02    0.124079897999763489E+03   -0.692257769459906127E+07   -0.467515351937698398E+01    1
    0.785503149032592773E+01    0.105173587799072266E+00    0.339851832389831543E+01    0.735313296318054199E+03   -0.115045458078384399E+02    0.122877955436706543E+01    0.473478674888610840E+03   -0.407607406377792358E+02    0.447256863117218018E+01    0.974939584732055664E+03    0.121602281928062439E+03   -0.501959770917892456E+02   -0.602080969566045702E+07   -0.468515351937698377E+01    1
    0.314270377159118652E+01    0.194949865341186523E+01    0.232332563400268555E+01    0.536585211753845215E+03    0.477103888988494873E+02   -0.611470937728881836E+02    0.658143639564514160E+03   -0.373580604791641235E+02   -0.558916479349136353E+02    0.603243350982666016E+03   -0.639662742614746094E+02   -0.350313335657119751E+02   -0.509151155086698383E+07   -0.469515351937698444E+01    1
