    0.633398591738194217E+01    0.186062233292339663E+01    0.779179748950547868E+01    0.145723768014311588E+03    0.180906679781429958E+02   -0.381453598494906210E+01    0.580096177568997540E+01   -0.371313795804463720E+00   -0.209419121741964698E+00    0.333410880658154607E+01   -0.144266008048189259E+00    0.238351124867170888E+00   -0.723277304070788603E+02
    0.606638014479390097E+01    0.112991797283731543E+01    0.760087897150860492E+01    0.153914742979240174E+03    0.323380651916911717E+02    0.208246830246568848E+01    0.873938520871570113E+01    0.541148715314158091E+00    0.808836515017985147E+00    0.390901528070156212E+01    0.613686081328953859E+00    0.307797312789725337E-01   -0.714637712545179653E+02
    0.623121712025665442E+01    0.124526434631478722E+01    0.770261094170755101E+01    0.150418671322686635E+03    0.330097386736179033E+02    0.391281968178374617E+01    0.531570625195059865E+01    0.200022017650787975E+00   -0.775985049762040524E+00    0.326881953145484916E+01   -0.347901378706454781E-01   -0.339128242438935079E+00   -0.708714840180251002E+02
    0.606811437051214053E+01    0.176994656377053872E+01    0.772284222743179605E+01    0.149970605586680080E+03    0.196738912333464739E+02   -0.566562810520230364E+01    0.862964646875574459E+01   -0.114092068031726765E+00    0.161356342983143448E-01    0.476670938964853086E+01   -0.451513162927913936E+00   -0.330417800696543806E+00   -0.705901710337893604E+02
    0.601757893793285792E+01    0.205149387295949381E+01    0.787977535646351157E+01    0.147819614320828748E+03    0.188893623439197036E+02   -0.445270691153267428E+01    0.762578007808174974E+01   -0.260188576063580979E+00    0.385622850466146513E-02    0.425805323222700860E+01   -0.497084437355366171E+00   -0.442904565318191501E+00   -0.697798725968691258E+02
    0.623631537657245882E+01    0.197608699782609065E+01    0.788886437827927445E+01    0.152751552698847235E+03    0.182561353444761529E+02   -0.424023795996873876E+01    0.647141380360521978E+01    0.246187256847386383E-02    0.317351431084442415E+00    0.283265250817071523E+01    0.253066293209205755E-01    0.278141199062441835E+00   -0.697582725749054902E+02
    0.590823574949107488E+01    0.173155710201456081E+01    0.830476182190557033E+01    0.151577313601755634E+03    0.193918101214611944E+02   -0.117095433651278142E+02    0.779033987683951601E+01    0.970280641399691612E+00    0.588099282807053481E+00    0.485350528051283536E+01   -0.963794978197523577E+00    0.179358306349549718E+00   -0.696244497306805670E+02
    0.607189368245585204E+01    0.147938608654287584E+01    0.756039811219566982E+01    0.149182280845764296E+03    0.242182577280574698E+02    0.157756361432539927E+01    0.726281460262437939E+01    0.560141122641110600E+00    0.404809433143901200E-02    0.405367583644800433E+01    0.547734026277168051E+00    0.307018155720028864E-01   -0.695415738854057395E+02
    0.613870580029152890E+01    0.154065972809564045E+01    0.732407011885013137E+01    0.148154780466266686E+03    0.230202969963499413E+02    0.569793213425202349E+01    0.761097257138952799E+01   -0.277556469206753142E+00    0.100639315209126301E+01    0.426293554568562882E+01    0.624505706378428060E+00    0.399393110153440589E+00   -0.692287397221273864E+02
    0.597521128373601851E+01    0.233289090772793806E+01    0.701837969691731622E+01    0.149852559582951528E+03    0.924586537061086311E+01    0.942293610731066344E+01    0.911715754743457119E+01   -0.524109661916283720E+00    0.717461051475534406E+00    0.448821553559208475E+01   -0.262987272937052874E+00    0.727760734338088744E+00   -0.690597854994620377E+02
    0.615368363446510713E+01    0.144766137342697654E+01    0.805885304037637873E+01    0.151509999912526780E+03    0.254084219838467469E+02   -0.756817487073759398E+01    0.650305856231451784E+01   -0.198268159977415009E+00    0.445520763559815625E+00    0.452046149939409148E+01   -0.101929394713372035E-01    0.598186776070370962E+00   -0.689977596554436161E+02
    0.595605690280547773E+01    0.272476431879059788E+01    0.754726670379354836E+01    0.151102033066427992E+03    0.235679679871747494E+01    0.252928430943655158E+01    0.789545482642239893E+01   -0.834927659905955966E+00    0.619386738447130880E+00    0.381121732187291817E+01   -0.207506714909155926E+00   -0.399935413166804643E+00   -0.689642037345728056E+02
