    0.143728848363436357E+01    0.821534395217895508E+01    0.117967343330383301E+01    0.128335591725737288E+03   -0.305192470831537364E+02   -0.200457024291730823E+01    0.763788071081155984E+01   -0.475202041514794296E-02   -0.792241548650722049E+00    0.187750023760433982E+00   -0.867584868678922434E-02   -0.279441343791606844E-01   -0.190345604953962815E+06   -0.529831319988485294E+01    1
    0.264560510340241972E+01   -0.784535884857177734E+01    0.234330987930297852E+01    0.146596924710629310E+03   -0.392132886013738684E+02   -0.163100806530666359E+00    0.140678775161876999E+02    0.128604963505847714E+01   -0.174184476622639162E+01    0.928600679392027928E+01   -0.631689336156886161E+00   -0.137013662070991371E+01   -0.130391580614070175E+06   -0.530331319988484751E+01    1
    0.124055148102827495E+01   -0.576471209526062012E+01    0.125292918682098389E+02    0.104208140765363151E+02   -0.120749562255972598E+01    0.130125802408585445E+01    0.249166436396180835E+01    0.753575218713447431E-01    0.159932257360639013E+00    0.563114251453710501E+01   -0.102896850112080762E+01   -0.214054683024392317E+00   -0.111262667704469452E+06   -0.530831319988485095E+01    1
    0.361677921104211197E+01   -0.498383760452270508E+01    0.183884000778198242E+01    0.545859961681320627E+02    0.709207708451422114E+01   -0.582025242095398720E+01    0.187119508569267845E+01    0.161534125334568013E+00    0.274183179297176505E+00    0.491860721644817200E+01    0.247766848847760096E+00    0.100616479067440268E+01   -0.802811554164622212E+05   -0.531331319988484285E+01    1
    0.213329942669833894E+01   -0.643388032913208008E+01    0.326050496101379395E+01    0.134002993354386149E+03    0.452258845806049070E+01    0.130423878197741363E+02    0.509633011779131806E+01    0.304380790046439309E+00    0.202630422628433865E+00    0.653574596128181007E+01   -0.212932402277239557E+00   -0.527555325843570344E+00   -0.766856852592577634E+05   -0.531831319988483830E+01    1
    0.462275578468552339E+01    0.101508140563964844E+01    0.110829923152923584E+02    0.579851323493639192E+01   -0.566439862547056250E+00    0.143506695234575949E-01    0.660746155707343519E+01   -0.645478372026463965E+00   -0.105793015170773996E+00    0.101464101810830805E+02   -0.507728503035934975E+00   -0.384890041011070327E+00   -0.587313474064554102E+05   -0.532331319988484530E+01    1
    0.500165749080540589E+01   -0.286977529525756836E+01    0.175600862503051758E+01    0.556435129042136722E+02   -0.118953500986139939E+02    0.151522746515466133E+01    0.147511623550393605E+02    0.637642423512990164E-01    0.376729816932264594E+01    0.104677604113136020E+02   -0.126549236215867267E+01    0.133039206297977317E-01   -0.513641092600237680E+05   -0.532831319988484609E+01    1
    0.590694375401650706E+01   -0.572185635566711426E+01    0.252582049369812012E+01    0.158504747461337161E+03    0.100621288656453469E+02   -0.862498955650742616E+01    0.147241378563262497E+02    0.241263797790128048E+00    0.611373222883076772E-01    0.964291889088297971E+01    0.534231597356647936E+00    0.205930900084638280E+01   -0.429287754713711620E+05   -0.533331319988484154E+01    1
    0.581658234181214429E+01    0.308762311935424805E+01    0.197280631065368652E+02    0.822911364815412227E+01    0.773242370099084364E+00   -0.314839077128127087E+00    0.144369105606906842E+02   -0.377344799732289804E+01    0.735454937968977717E-02    0.237271021013355554E+01    0.899393748800324938E-02    0.223765603587804646E+00   -0.401855371340671481E+05   -0.533831319988483788E+01    1
    0.958278335658918934E+01    0.899659037590026855E+01    0.660227274894714355E+01    0.554453674056118118E+01    0.913759127694506401E+00    0.440829460580840771E+00    0.811999144089216074E+01   -0.988150297966669977E+00    0.897922454134051806E+00    0.938906729361595893E+01    0.116466750000659935E+01   -0.529181661657333158E+00   -0.339932725574529904E+05   -0.534331319988483511E+01    1
    0.551561155148004723E+01    0.245183706283569336E+00    0.131975388526916504E+01    0.545946914099422997E+02    0.107475653445154240E+01   -0.357008191219472604E+01    0.103904512809238163E+02   -0.157630928611427179E+01    0.124147859568228269E+01    0.964926103562201476E+01   -0.108273435200565826E+01    0.883942292760332315E+00   -0.336544064703534386E+05   -0.534831319988484299E+01    1
    0.113004890002708471E+02   -0.561106801033020020E+01    0.111931300163269043E+01    0.131473177479809635E+02    0.172791317750322149E+01    0.106261271790396750E+01    0.116280142175160890E+02   -0.150389418824505938E+01    0.127341800893089468E+00    0.296833034981431831E+01    0.625227505017336566E-01    0.371836794835273765E+00   -0.309895504766680824E+05   -0.535331319988485443E+01    1
    0.209231826202004667E+01    0.808013081550598145E+01    0.190467092990875244E+02    0.420988542060319659E+02    0.191450861350740720E+01    0.856477301644029243E+00    0.106382262510495380E+02    0.471962196057482908E+00    0.501063536532891374E-01    0.967019102002172382E+01    0.230972250044544225E+01    0.273611258365770715E+00   -0.291217736156523824E+05   -0.535831319988483568E+01    1
    0.795970811064984574E+01    0.820491552352905273E+01    0.117808675765991211E+01    0.784711322480007567E+02    0.634362595162957721E+01   -0.871835437604320518E+01    0.534108396389151263E+01    0.643232766741186235E+00    0.682434179152972220E+00    0.107410665634750693E+02   -0.235033264170315492E+01   -0.352748581596797478E-01   -0.290736501890704858E+05   -0.536331319988484623E+01    1
    0.503694241065416648E+01   -0.842946767807006836E+01    0.207799396514892578E+02    0.441806459624352925E+02   -0.520734002226167547E+01    0.684665005736635379E+01    0.915904875768941862E+00   -0.250535725822044857E-01   -0.181027449912323196E+00    0.603814926455290646E+01    0.532200615069111427E+00   -0.235939914910130361E+00   -0.289042931728350086E+05   -0.536831319988485056E+01    1
    0.422000550781640005E+01   -0.391382813453674316E+01    0.375524258613586426E+01    0.495583625010919846E+02    0.165360910188853749E+01    0.966441516370222331E+01    0.749199773084155574E+01    0.635665651477027804E+00    0.708989202784193612E-01    0.752423385795824107E+01   -0.482952523082731955E-01    0.187214558195033964E+01   -0.284121449521998693E+05   -0.537331319988484601E+01    1
    0.342852901016471856E+01    0.541390061378479004E+01    0.123417971134185791E+02    0.271187364677166762E+02   -0.481375895277038701E+01    0.233074597606881095E+01    0.849431680244386733E+01    0.214393951146068101E+00    0.516463019055429129E+00    0.139817412512211292E+01    0.453771826075295912E-01    0.939890600332617260E-01   -0.276409305003438785E+05   -0.537831319988484857E+01    1
